id,date_recorded
15570,2012-10-14
63720,2013-01-23
62129,2013-01-16
61715,2013-01-21
9920,2013-03-18
51920,2013-03-13
39676,2013-01-11
52994,2013-03-17
52944,2013-03-27
61210,2011-04-05
6118,2011-07-28
35053,2011-03-18
26233,2011-01-08
16760,2013-02-26
44802,2011-07-31
64947,2011-03-04
63650,2011-03-09
59435,2012-10-23
9825,2011-07-18
49674,2011-11-07
4439,2011-04-12
7696,2013-02-14
23052,2012-10-12
64726,2011-02-20
20572,2011-03-15
22550,2011-08-01
74117,2011-03-23
35420,2011-07-27
69630,2012-10-10
16267,2013-01-31
73410,2011-03-27
22033,2012-10-03
56477,2013-04-04
6949,2011-07-20
45796,2011-04-19
70474,2013-02-05
64416,2013-02-09
37183,2011-03-30
58633,2013-03-13
68711,2011-03-05
68132,2011-03-13
29793,2011-08-07
36342,2011-03-24
70988,2011-07-26
59197,2013-03-29
45163,2011-08-04
64090,2011-02-25
40555,2011-03-05
67945,2011-03-11
64468,2011-04-17
17960,2013-02-18
67000,2012-10-12
15628,2013-02-26
53442,2013-02-14
45838,2011-03-17
45248,2011-03-03
70399,2013-02-18
34796,2011-12-03
23344,2013-02-16
67938,2013-01-25
53615,2011-04-14
67378,2011-03-25
17051,2011-07-27
1544,2012-10-23
39149,2011-08-03
24518,2011-03-26
5781,2011-07-19
70904,2011-07-11
20343,2012-10-22
38380,2011-03-24
9146,2011-03-27
35679,2011-03-07
42504,2013-03-04
20539,2011-03-09
30543,2011-02-19
43810,2012-11-05
67697,2011-07-08
51562,2011-07-25
25597,2011-02-20
29245,2013-01-25
43222,2011-03-17
18874,2011-03-19
30745,2011-08-05
23377,2013-02-05
36179,2011-03-17
63925,2011-07-14
12588,2011-09-04
42887,2013-03-12
10429,2011-08-04
72989,2012-10-16
60885,2013-03-02
56196,2013-02-01
51503,2011-02-27
44708,2013-01-18
21090,2011-03-16
36336,2013-03-20
49200,2011-04-05
27699,2013-02-07
12797,2011-02-27
58664,2011-03-13
53277,2013-02-06
38289,2012-11-01
72584,2013-03-04
27547,2013-02-24
47043,2013-02-14
35005,2012-10-09
30055,2013-03-18
65871,2013-02-08
33782,2013-03-29
31869,2011-04-11
2035,2013-02-13
25109,2011-03-13
30108,2011-02-27
71970,2011-07-26
29040,2013-02-05
27997,2013-03-15
573,2013-01-28
15887,2011-03-23
28342,2011-10-07
42780,2011-02-28
48620,2013-03-04
8452,2011-07-17
39187,2011-04-04
271,2013-01-18
38341,2011-04-07
31547,2013-09-03
45536,2012-11-08
23902,2013-03-02
61601,2011-07-22
71518,2013-02-20
31142,2013-03-21
62572,2013-02-16
24360,2013-02-12
46056,2011-07-09
48634,2011-08-10
11232,2011-04-08
47676,2011-04-18
24682,2011-03-24
68946,2011-03-23
34500,2013-03-01
56615,2013-02-24
43574,2011-07-27
73435,2011-03-17
50770,2013-02-12
55973,2013-03-06
63538,2011-07-10
61432,2013-01-07
50448,2011-03-20
57436,2011-03-28
30860,2011-04-04
13341,2013-03-18
18690,2011-03-23
62420,2013-03-25
70093,2013-02-15
19537,2013-03-16
44523,2011-03-07
33172,2013-01-17
17679,2013-04-03
68702,2013-01-24
65745,2011-03-01
54028,2011-03-13
20260,2011-04-17
14767,2013-02-07
8929,2013-03-17
38706,2011-07-25
5606,2013-03-26
52404,2011-08-10
24940,2013-03-20
2705,2012-10-16
50730,2013-01-20
62279,2011-07-20
62369,2011-07-26
34987,2013-02-17
22756,2012-10-29
46508,2012-10-04
6043,2011-03-23
59204,2011-03-10
28510,2011-03-18
43099,2011-03-30
6280,2013-07-03
72090,2011-04-17
71067,2012-10-13
58823,2012-10-30
3500,2013-01-16
15669,2011-04-04
70556,2013-03-04
25676,2011-04-02
18602,2011-07-19
9763,2011-04-02
6760,2011-02-21
19935,2013-01-17
27180,2011-08-08
25471,2013-02-21
66532,2012-12-17
52017,2011-03-17
74110,2013-02-21
15405,2011-03-03
46423,2013-05-04
57184,2011-03-17
24521,2013-02-19
44682,2013-02-08
28353,2013-03-09
19833,2013-02-15
53707,2013-05-03
7867,2011-02-18
22562,2011-07-13
40111,2013-02-25
58112,2013-01-26
27745,2011-03-02
21017,2011-08-07
38807,2013-02-03
56770,2013-02-09
21255,2013-02-22
15137,2011-07-22
30734,2011-07-08
10079,2011-03-25
32693,2011-08-11
9839,2011-07-24
52060,2013-01-28
38134,2012-11-08
19376,2013-03-14
66177,2011-03-30
48943,2013-02-27
9494,2011-08-23
29629,2012-10-31
66358,2011-03-11
65847,2013-02-25
41351,2011-03-09
17751,2013-12-03
73934,2013-01-21
13580,2012-10-31
55565,2011-07-27
15641,2013-03-16
38083,2011-03-23
59977,2013-01-03
10623,2013-02-15
58755,2013-01-15
61795,2012-10-19
55171,2013-01-20
46321,2013-01-24
24446,2011-10-04
46401,2013-02-13
6979,2013-11-03
12889,2012-10-09
23586,2012-11-05
68904,2013-01-29
36811,2013-02-03
63724,2011-03-23
70314,2011-03-16
30004,2011-04-14
42033,2011-04-02
32179,2011-03-19
1015,2013-01-18
47832,2013-01-17
28155,2013-03-17
68131,2011-07-21
69291,2011-04-01
19327,2012-10-18
69876,2011-07-26
5616,2013-01-03
42608,2011-07-17
35146,2013-02-18
51512,2011-03-08
58231,2013-01-26
70482,2013-01-22
73974,2011-03-22
9051,2011-08-04
32289,2013-02-15
73825,2013-05-03
45708,2011-02-28
39239,2012-10-21
26974,2011-03-26
26097,2012-10-18
24467,2013-02-10
18949,2012-10-24
33019,2011-07-21
52341,2013-02-28
7517,2011-07-06
70938,2013-02-26
26393,2011-03-09
17540,2011-04-19
32114,2011-03-16
49222,2011-04-11
16326,2011-03-03
36106,2011-03-14
29473,2013-07-03
17107,2013-02-03
53088,2011-07-20
31341,2013-01-27
58400,2011-03-21
21784,2011-02-28
40632,2013-02-22
10207,2013-02-20
18417,2013-02-25
50490,2013-02-14
67401,2013-01-21
34570,2013-01-23
47957,2013-02-08
54690,2013-03-20
43772,2013-03-01
69429,2011-07-10
72565,2011-07-29
8743,2011-07-14
59729,2012-10-23
27726,2011-07-20
37802,2012-11-07
65017,2011-08-06
4001,2011-03-01
25425,2011-08-07
42564,2012-11-09
1603,2013-11-03
37698,2011-03-16
24247,2011-07-20
60720,2011-07-12
58765,2013-02-16
67340,2011-03-11
46837,2011-03-14
30459,2011-04-12
60077,2011-07-16
4121,2013-03-21
42007,2012-10-26
50129,2013-05-04
65866,2011-07-25
46235,2011-03-08
13914,2011-03-21
12714,2012-10-13
16660,2013-02-01
64169,2013-03-21
64240,2013-03-29
23757,2011-03-21
71222,2011-03-04
26591,2013-01-29
29847,2011-04-02
52189,2013-03-19
242,2013-02-24
52952,2013-01-27
50524,2013-02-02
72200,2013-09-02
49613,2011-04-06
70540,2011-07-13
58408,2011-08-09
61094,2011-07-06
68796,2011-03-28
68541,2013-02-05
49193,2011-03-25
56367,2011-03-24
65806,2013-01-22
36807,2013-12-03
6756,2013-03-04
70114,2011-07-27
66053,2011-07-25
25819,2012-10-31
50432,2011-07-30
52479,2013-02-10
41685,2011-03-08
23215,2011-03-07
1672,2013-02-04
52237,2011-03-15
5552,2011-03-16
5966,2011-07-24
47377,2011-03-08
70875,2011-03-11
63238,2011-04-04
3528,2013-02-12
56852,2013-02-03
49722,2013-02-07
45375,2011-04-01
13320,2011-07-11
41879,2013-05-03
13855,2011-03-17
16905,2011-07-19
13010,2013-03-15
70827,2013-03-25
54269,2012-10-22
74193,2013-01-18
826,2012-10-18
14892,2012-10-24
17135,2013-01-31
2528,2013-02-16
39573,2011-04-10
32970,2013-01-19
3918,2011-07-31
40884,2011-08-03
6436,2012-12-10
59993,2011-03-31
27691,2013-02-11
40574,2012-10-15
1980,2011-03-10
34597,2011-03-28
66941,2012-10-31
42085,2011-03-29
16851,2012-10-05
2707,2013-02-04
73509,2012-10-27
24491,2013-10-03
17046,2013-02-17
64653,2013-01-19
52001,2013-03-15
15803,2013-02-15
11974,2011-04-09
64660,2011-03-23
50099,2013-05-03
45061,2013-02-21
31096,2011-04-05
60765,2011-07-08
53958,2013-01-21
41760,2011-02-24
17274,2011-02-19
60406,2013-03-23
54647,2013-01-29
48408,2011-04-10
16645,2011-03-28
17462,2011-04-02
38845,2013-01-24
71001,2012-10-03
1709,2011-03-14
1353,2013-02-16
53839,2011-07-07
21033,2011-07-16
443,2011-08-01
68047,2011-03-19
3201,2011-03-17
5770,2011-04-12
51082,2012-10-16
988,2012-10-20
18546,2013-09-03
61908,2012-10-10
15861,2011-03-07
39058,2011-03-13
67605,2011-04-17
14218,2013-03-24
16757,2011-07-20
68299,2013-02-16
7508,2011-07-07
29611,2013-01-27
59476,2011-03-19
19191,2011-03-22
36544,2011-02-03
32454,2013-07-03
35006,2011-02-25
32646,2011-03-17
67827,2011-07-15
64889,2011-03-18
22218,2013-02-06
37017,2011-07-14
63372,2011-07-23
6417,2013-02-05
22238,2011-04-01
9354,2013-03-13
11115,2011-04-13
7258,2011-03-12
17079,2013-02-01
34797,2013-01-23
7322,2011-03-26
20875,2013-02-04
1898,2011-02-21
66285,2013-03-24
65462,2011-03-19
30845,2011-04-10
53317,2011-03-21
37430,2011-06-04
28724,2011-04-04
31882,2012-10-16
46086,2013-02-24
28723,2012-10-13
14080,2011-03-31
52437,2013-02-03
36827,2013-01-18
30766,2013-02-06
63573,2013-02-03
54179,2012-11-03
47797,2011-02-27
22611,2011-03-05
58013,2013-01-29
72177,2013-03-16
31104,2012-10-22
56535,2013-02-18
20754,2013-02-12
672,2013-01-18
69126,2011-02-21
39091,2011-03-14
49003,2013-02-16
28964,2011-04-01
34560,2012-10-13
22036,2011-04-17
22895,2013-02-10
23603,2011-07-20
40429,2013-02-12
46761,2013-02-07
44068,2013-03-18
48362,2011-03-15
54910,2011-07-24
29214,2011-08-23
3639,2011-03-25
38605,2011-07-17
43174,2013-02-02
48876,2013-03-30
15026,2013-03-26
53138,2011-09-04
63154,2011-07-28
28301,2013-02-01
54498,2013-01-30
64612,2013-03-08
18601,2011-03-11
69310,2013-03-21
946,2013-02-16
73034,2013-03-20
50412,2011-07-31
16071,2011-04-14
57870,2011-02-23
40966,2013-03-26
64591,2013-02-11
26619,2013-03-21
36861,2011-07-18
69041,2011-03-07
57818,2013-03-13
2076,2013-02-25
65282,2013-03-18
45081,2012-10-24
56170,2011-04-15
71193,2011-03-04
69705,2013-02-11
36084,2011-07-21
44853,2011-03-14
33925,2011-03-26
22975,2011-07-21
56032,2013-01-24
21709,2011-07-06
7036,2011-08-11
61393,2013-01-24
46035,2012-11-04
74144,2012-10-08
7166,2011-07-19
3319,2013-03-18
8828,2011-03-28
13231,2011-03-26
11457,2011-08-12
35603,2013-02-16
24097,2011-03-02
61803,2013-01-18
53594,2011-03-08
18975,2011-03-25
20868,2011-07-10
73075,2013-01-31
61900,2013-03-24
73483,2011-02-27
47861,2011-02-18
47483,2012-10-15
52120,2011-07-29
69814,2011-07-17
54483,2013-03-12
9893,2011-06-04
16708,2012-10-16
22695,2011-03-04
22675,2011-02-27
63755,2013-02-03
39737,2011-03-28
71378,2011-07-22
52329,2013-02-03
52331,2011-03-06
18592,2011-03-18
49164,2013-01-27
60887,2013-03-16
38085,2011-03-17
13711,2013-02-15
57492,2012-11-05
71444,2013-02-17
39145,2011-03-15
0,2012-11-13
19398,2012-10-04
55427,2011-04-17
56892,2013-03-19
65234,2013-01-28
12426,2011-07-16
73336,2013-01-20
73636,2013-01-16
35889,2013-02-04
48238,2013-02-16
73723,2011-07-29
19324,2011-02-28
51432,2011-03-31
73082,2013-03-23
19452,2013-03-22
43669,2011-07-25
26656,2011-08-21
11174,2013-02-21
29517,2013-01-31
11218,2011-03-05
14987,2011-02-26
2284,2012-10-27
70989,2011-07-20
68412,2012-10-09
31642,2013-03-06
37924,2011-07-19
26457,2011-03-03
65208,2011-03-22
56492,2011-04-22
13283,2013-02-13
35626,2011-03-21
8832,2011-02-26
16148,2013-03-21
45939,2011-03-22
49991,2011-08-11
24113,2012-10-26
37990,2011-03-30
60499,2013-03-24
43177,2011-07-24
1974,2011-08-27
24382,2011-04-02
49675,2011-07-30
6590,2013-03-21
40772,2011-03-27
18198,2012-10-18
16773,2011-04-14
69852,2013-02-15
120,2011-07-16
71263,2011-08-03
28792,2012-11-10
68922,2013-02-16
19200,2013-03-01
65038,2012-10-20
34882,2013-02-15
51673,2011-03-20
22398,2013-01-13
43942,2013-03-10
43656,2013-01-28
70362,2011-03-22
62102,2011-03-10
12625,2013-03-23
1046,2013-03-26
11741,2013-01-27
6383,2011-08-06
24984,2011-03-10
14234,2013-02-04
64558,2011-07-26
32617,2011-07-13
1582,2011-07-27
23178,2013-03-20
56097,2011-07-29
39188,2013-03-22
17501,2013-02-02
42279,2013-02-11
5828,2011-03-26
72545,2011-03-20
26286,2011-03-08
15621,2013-02-16
60821,2013-02-03
43423,2013-03-16
37359,2013-03-19
59035,2012-10-25
7990,2011-07-22
63651,2011-07-19
12045,2011-08-24
24745,2013-03-17
30774,2011-07-05
37795,2011-03-23
51307,2013-03-13
58920,2013-02-27
19709,2013-02-03
13198,2012-10-22
58948,2013-01-28
56333,2013-02-02
16516,2011-08-18
10877,2012-10-16
51400,2011-07-11
36904,2011-07-18
39384,2012-11-02
13468,2011-03-04
11845,2013-02-28
50939,2011-07-20
65338,2013-03-05
33318,2011-03-04
46459,2011-03-15
38128,2011-02-18
5909,2013-01-18
51998,2011-02-23
53652,2013-12-03
48487,2013-02-17
41520,2011-03-09
4397,2011-03-16
58197,2013-02-07
63340,2011-07-04
19323,2011-08-05
8837,2013-02-11
14107,2011-03-28
14362,2011-02-20
47487,2013-02-03
40783,2011-03-12
22816,2011-08-04
43169,2012-10-22
38499,2013-02-16
70678,2013-03-04
2331,2011-03-27
23113,2013-03-19
51931,2011-03-15
2617,2013-02-09
6101,2011-07-24
70743,2013-06-03
40763,2011-04-20
33861,2011-04-14
17539,2011-07-30
35628,2011-08-07
2990,2011-07-20
39807,2012-10-05
62073,2011-08-05
37789,2011-03-23
41229,2013-03-23
18755,2011-02-18
65540,2013-02-06
19688,2013-03-15
65320,2011-08-04
44730,2013-01-26
48061,2013-02-11
71540,2013-01-26
59967,2011-07-20
7363,2013-12-03
12996,2013-03-22
7310,2011-03-11
30296,2011-04-10
37871,2011-03-19
44116,2013-02-26
47794,2011-08-04
52569,2011-04-08
48872,2013-02-10
13898,2013-02-09
66386,2012-11-03
28515,2013-01-14
62132,2013-03-13
73455,2011-03-17
2730,2011-07-21
70503,2013-02-03
9183,2011-03-18
12835,2011-03-24
42120,2011-07-19
45484,2013-03-15
39925,2013-01-28
45675,2011-07-23
30911,2013-02-16
66373,2011-02-26
21121,2013-07-03
14914,2013-01-17
39596,2011-02-23
73847,2013-02-13
53611,2013-05-03
73891,2013-02-25
7196,2012-10-26
70959,2012-10-01
449,2013-03-25
31875,2013-02-27
63353,2013-01-22
1185,2011-07-08
32230,2013-02-22
69960,2012-10-29
47286,2011-03-17
54654,2013-01-29
15279,2011-03-23
46163,2011-08-22
52858,2013-02-23
19126,2012-10-25
45110,2013-01-26
68759,2011-03-17
37684,2013-03-19
26882,2011-02-19
11598,2013-05-03
12358,2012-10-21
71265,2011-03-22
37329,2011-02-27
52294,2013-02-04
58932,2013-01-18
29928,2012-10-26
30982,2013-02-18
64619,2013-02-04
10672,2012-10-12
28499,2011-07-27
15732,2012-10-25
2148,2013-03-19
20970,2013-02-23
25327,2013-02-19
54079,2013-02-05
27033,2013-02-14
21018,2011-03-21
65475,2011-03-19
53646,2013-02-17
65786,2012-10-13
40754,2011-04-11
54142,2013-06-03
17806,2011-10-07
25088,2011-02-23
66940,2011-07-13
20190,2012-10-22
56076,2011-08-04
2040,2013-12-03
37549,2013-03-06
21086,2011-07-28
20869,2013-02-28
16411,2013-02-21
62220,2013-02-26
62489,2011-02-27
31644,2012-10-10
31716,2013-01-30
49894,2011-02-24
47174,2013-06-03
62373,2013-02-05
3337,2013-02-23
31829,2012-11-06
6599,2011-03-05
64551,2012-10-17
45064,2013-01-27
5257,2012-10-23
27228,2011-03-04
24118,2013-01-29
44892,2013-02-07
41672,2011-03-24
17739,2011-04-02
38381,2013-02-11
43402,2011-07-30
5416,2013-02-12
70565,2013-01-20
29062,2013-05-02
10933,2013-01-30
32632,2011-03-01
13595,2011-04-12
4658,2013-02-06
67037,2011-07-28
19258,2011-04-15
5645,2013-03-22
64348,2011-03-14
40569,2011-03-25
22988,2013-03-19
40021,2013-02-08
36680,2011-03-06
36220,2012-10-05
10906,2012-10-23
45571,2011-03-01
37770,2011-07-19
35447,2011-03-09
32483,2011-07-07
44637,2013-01-03
74097,2011-07-28
6175,2011-02-26
57378,2011-08-15
94,2011-03-16
60083,2013-03-24
71191,2011-02-23
33508,2013-03-04
15190,2013-02-03
66309,2012-10-18
26396,2013-02-03
27288,2012-10-17
5742,2013-03-13
48084,2011-04-21
17508,2013-04-03
13486,2011-03-30
21094,2013-12-03
60937,2011-03-08
3950,2013-03-05
25846,2011-08-11
35557,2011-03-29
50635,2011-07-28
6859,2011-03-30
72685,2011-08-04
32424,2013-01-19
34066,2013-01-25
63119,2011-03-30
31539,2013-03-14
26862,2011-07-18
8955,2013-02-14
51375,2011-04-11
6703,2012-10-29
29891,2013-03-24
9139,2013-01-29
50247,2013-03-04
29361,2011-07-30
5263,2013-08-02
45464,2013-03-16
1646,2013-07-03
34080,2012-12-17
21900,2011-04-02
47354,2013-02-18
17857,2011-04-02
69723,2013-03-26
51848,2011-03-18
30177,2012-10-21
21860,2012-10-16
31358,2013-03-17
5533,2011-03-11
32442,2011-03-30
56455,2013-11-03
5212,2013-01-31
52877,2011-02-23
29924,2013-02-05
49426,2013-03-27
11655,2011-03-20
44562,2013-01-29
72765,2011-08-07
34183,2013-07-03
52823,2013-03-18
3291,2011-03-14
17284,2013-02-01
64395,2012-10-24
10055,2011-07-12
13178,2013-01-26
24497,2011-07-07
48242,2011-03-14
25123,2013-02-08
34599,2011-03-13
31259,2013-03-15
72864,2013-03-21
56429,2013-01-30
72773,2013-01-29
15768,2011-03-10
20415,2013-02-15
35454,2013-02-18
7284,2011-07-14
1575,2013-02-26
67720,2011-03-27
69712,2011-03-23
24787,2011-03-25
21023,2013-01-19
65184,2013-02-20
65766,2013-02-03
54479,2013-02-03
57772,2011-07-23
7761,2013-02-12
37116,2011-03-16
31797,2013-12-03
485,2013-03-14
47403,2013-02-03
45568,2013-05-03
64898,2011-03-11
6412,2012-10-13
22171,2013-02-12
37483,2013-04-03
17992,2011-04-03
64331,2013-02-09
44415,2013-02-01
49746,2012-10-06
72093,2013-02-14
23852,2011-04-18
870,2011-07-16
21153,2011-07-24
17221,2011-07-16
26300,2013-03-26
73104,2011-02-24
22462,2013-02-03
69868,2013-01-24
54738,2011-07-23
29661,2013-01-29
52687,2013-04-04
42210,2013-03-01
17187,2013-02-09
23115,2011-03-11
49853,2011-07-24
29534,2011-03-28
16798,2012-10-13
72924,2013-01-24
23079,2013-03-14
5440,2011-09-04
10457,2011-07-22
12338,2011-03-03
30627,2011-08-13
54105,2012-10-20
54912,2011-11-03
61307,2011-03-25
24228,2011-07-14
50699,2011-03-15
1275,2011-03-25
41600,2013-03-03
31589,2013-01-28
3005,2013-02-08
29202,2011-06-03
11992,2013-02-15
51660,2013-03-01
9669,2011-07-12
31609,2011-03-13
20478,2011-03-05
59348,2011-02-24
19351,2011-06-03
2737,2013-01-27
59553,2011-08-11
63222,2011-03-20
960,2013-02-19
23397,2013-02-13
63226,2011-08-10
10773,2013-02-18
57510,2011-08-02
70908,2011-03-14
44594,2011-08-08
64201,2013-02-04
37617,2011-03-15
7388,2011-02-18
26094,2012-10-17
71451,2011-03-30
69617,2013-01-19
24566,2013-02-07
61319,2011-08-11
53155,2012-10-15
29374,2012-10-21
66856,2011-02-22
24789,2011-03-09
10993,2011-04-19
20866,2013-08-03
41450,2013-12-03
7839,2011-03-18
69774,2013-02-15
49268,2012-10-25
19117,2013-01-16
5129,2013-03-15
40868,2011-08-10
43828,2011-02-23
70084,2013-03-19
49014,2011-03-23
31961,2011-03-12
8488,2011-03-20
41903,2013-03-22
34458,2011-08-04
66039,2011-04-17
58946,2011-08-02
9165,2013-03-28
5134,2011-07-31
65360,2011-08-10
8202,2011-03-22
27360,2011-04-03
21016,2011-03-09
9567,2012-10-17
48452,2013-03-18
46840,2011-08-07
30631,2011-08-14
69544,2012-10-12
14915,2011-02-24
63730,2013-01-20
36478,2013-03-19
41526,2013-06-03
24570,2011-03-16
49244,2013-03-18
61353,2013-01-28
7950,2013-03-16
54537,2011-03-30
72850,2011-03-03
52195,2011-04-04
68323,2013-02-26
71440,2013-03-23
20312,2013-02-02
13772,2013-01-21
63770,2013-08-03
2297,2011-03-11
7344,2011-08-13
5022,2013-02-15
55512,2013-02-11
19024,2013-01-25
11440,2013-02-07
62569,2011-03-14
54998,2013-01-25
48285,2011-02-23
1489,2013-03-14
70803,2013-02-13
23433,2013-01-21
68964,2012-10-26
57881,2011-03-19
16861,2012-10-13
11781,2011-03-16
19261,2011-07-31
25400,2012-11-01
38987,2013-01-12
30575,2013-02-23
58565,2011-03-05
65227,2011-03-12
43764,2011-07-28
28477,2013-01-18
5279,2011-07-07
49075,2013-02-01
68274,2011-07-27
63782,2013-02-02
22270,2011-04-09
52125,2013-03-15
15191,2013-03-15
59314,2011-03-30
24731,2011-03-10
7952,2011-08-09
54906,2013-01-17
23019,2011-07-10
33221,2013-02-02
44,2011-03-27
30807,2011-03-26
38871,2013-02-16
44187,2013-08-03
26119,2011-02-21
37605,2013-01-21
14764,2013-02-28
71120,2011-04-10
47570,2011-03-15
66698,2012-10-11
72804,2012-10-11
48097,2011-03-08
29542,2011-07-04
60572,2011-03-20
4849,2012-10-08
4557,2011-04-20
55003,2011-03-08
17567,2013-03-19
46664,2013-01-24
40133,2011-07-10
20867,2011-03-10
64273,2013-11-03
72169,2013-02-03
26420,2013-01-23
37656,2011-02-22
10309,2013-03-24
70899,2013-02-22
48862,2013-03-21
29302,2011-03-08
11372,2013-03-18
1315,2011-07-23
60663,2011-03-16
33501,2011-02-28
56325,2011-03-25
11669,2011-02-28
60614,2012-10-21
57848,2011-02-21
54154,2011-03-22
1425,2011-03-06
47787,2013-03-13
33292,2013-02-18
36635,2012-10-08
50896,2012-10-09
24632,2011-08-04
56264,2012-10-03
39157,2013-02-19
66473,2011-07-19
60426,2011-03-26
39934,2013-01-12
30781,2011-03-04
46302,2011-07-27
2239,2011-02-04
53770,2013-03-19
30229,2013-02-03
13874,2011-03-16
32337,2013-02-14
52099,2013-03-21
46708,2013-02-09
7961,2011-03-31
718,2013-02-07
74220,2012-10-14
8292,2011-03-31
16013,2011-07-17
48357,2013-02-12
26740,2012-10-26
60218,2012-10-10
20314,2012-10-04
32510,2011-07-06
152,2011-03-28
23895,2013-01-24
73540,2011-03-23
58687,2011-03-01
45605,2011-07-26
55857,2011-07-19
20711,2013-03-25
10127,2013-03-20
7139,2013-02-07
9818,2012-10-04
6023,2011-07-27
35244,2011-08-21
28610,2011-02-27
2103,2013-02-14
15707,2011-04-12
68884,2011-04-19
5174,2011-07-25
39598,2011-04-16
35226,2013-02-26
580,2011-02-27
55203,2011-04-15
31728,2011-04-10
15423,2013-03-18
11012,2013-02-12
55733,2013-03-04
50636,2013-02-23
8912,2012-10-11
53992,2013-03-15
50976,2011-04-12
64957,2011-03-05
13689,2013-01-28
28742,2013-03-04
58559,2011-07-27
31268,2011-03-10
72363,2011-08-04
58453,2011-08-02
62170,2013-03-22
34434,2011-04-13
19012,2011-07-28
4324,2011-03-29
65488,2013-01-27
30727,2011-08-03
22572,2011-03-31
9435,2013-03-19
10389,2012-11-03
53574,2013-01-17
21233,2013-03-04
67763,2013-02-20
2022,2012-10-08
62452,2011-07-21
68214,2013-01-27
70714,2013-01-09
58587,2011-07-20
62178,2013-02-05
32445,2011-03-21
31431,2013-02-03
1592,2013-03-03
13788,2011-07-12
66638,2013-01-25
16574,2011-03-23
22361,2011-07-06
40187,2011-08-06
51592,2011-03-06
73517,2013-02-17
7270,2011-03-14
52856,2013-03-13
62501,2013-01-27
72905,2011-07-08
59789,2013-05-03
5595,2011-12-07
61609,2011-07-21
50844,2012-10-20
72171,2013-03-04
24640,2011-08-01
28911,2011-02-21
71752,2012-10-10
22720,2011-03-12
15479,2012-10-27
6190,2012-10-13
6410,2011-04-17
45150,2011-07-10
29406,2011-02-25
37957,2013-01-31
52802,2011-07-15
64365,2013-01-29
57931,2011-03-21
60672,2013-02-17
57493,2011-07-31
55599,2011-02-24
38470,2013-03-19
21488,2011-04-17
51345,2011-02-28
11967,2013-01-17
23533,2013-02-01
55141,2011-08-14
58353,2011-07-20
10651,2013-02-05
26522,2011-07-18
11594,2011-03-15
46351,2013-03-19
40110,2013-02-21
55240,2011-08-04
43980,2011-03-19
41689,2013-02-15
64211,2011-04-01
19938,2013-06-03
43937,2011-03-30
73284,2013-01-04
18918,2013-01-17
22434,2013-02-16
30110,2013-03-19
27422,2013-03-18
73532,2012-10-11
38462,2011-11-07
73230,2012-10-10
42232,2013-02-22
61302,2013-03-03
25598,2011-02-23
25146,2011-03-18
31326,2013-10-03
4465,2013-01-23
43271,2011-03-17
17645,2011-04-10
684,2011-07-29
4028,2012-11-06
61295,2011-03-01
40991,2011-02-14
27037,2011-07-07
27238,2013-03-15
4039,2011-03-11
52804,2011-03-18
53149,2013-02-27
43389,2013-11-03
16928,2012-11-02
70243,2011-07-31
47085,2011-07-25
47596,2011-07-13
40580,2011-03-17
51966,2013-12-03
72828,2011-03-13
45593,2013-03-24
52633,2011-03-12
11610,2011-03-30
6027,2012-10-11
39546,2011-03-22
27657,2011-08-12
44468,2013-02-07
33353,2011-02-21
46557,2013-01-22
33197,2013-01-18
42935,2011-08-04
50771,2011-03-07
50934,2011-07-19
41113,2011-07-11
22188,2013-02-27
4810,2011-03-27
32690,2013-02-08
59129,2011-02-28
31092,2011-07-17
23396,2011-03-14
61997,2011-03-14
39868,2011-03-17
13754,2013-01-20
60545,2011-07-21
36053,2011-08-04
53447,2013-02-14
58630,2013-01-24
67662,2013-03-16
48350,2011-07-27
63101,2012-10-14
54900,2011-03-19
63876,2011-03-28
28505,2011-07-17
24114,2011-04-08
52103,2013-02-16
64777,2012-11-15
4896,2011-03-05
11614,2011-08-06
42203,2011-04-15
19167,2013-03-20
67210,2011-07-20
59649,2011-03-20
7503,2011-07-30
31197,2013-02-24
58391,2012-10-25
70291,2012-10-27
13809,2011-02-28
25511,2013-02-21
15089,2011-03-11
68774,2011-07-29
63958,2011-08-01
45588,2013-03-27
69111,2013-02-14
30910,2013-02-06
4703,2013-02-25
12570,2011-03-29
54204,2013-01-27
43018,2013-03-24
12586,2011-03-08
12646,2011-04-08
16541,2012-10-19
62241,2013-02-21
29842,2012-10-20
34923,2011-07-09
30604,2011-04-16
23549,2013-03-15
15691,2011-07-21
32332,2013-01-24
37291,2012-10-22
59193,2011-03-08
12679,2013-02-24
52247,2011-03-11
22801,2013-02-06
56427,2011-03-23
32780,2013-05-03
65450,2013-03-24
69741,2011-03-27
63262,2013-02-04
67014,2013-03-11
19306,2011-03-13
14465,2011-03-23
16481,2013-03-19
62157,2011-07-19
30871,2011-03-18
13615,2011-02-27
42616,2011-08-03
51582,2011-08-11
60715,2013-03-17
52340,2011-03-29
27631,2012-11-02
4367,2011-07-28
42945,2013-02-26
68417,2012-10-22
15717,2011-03-27
42523,2011-03-13
44509,2013-03-19
4573,2013-04-03
16007,2011-02-26
57820,2011-07-16
60690,2013-07-02
48154,2011-04-02
3672,2011-07-31
33330,2011-03-14
50566,2011-04-09
63854,2013-02-15
43348,2013-02-11
17203,2013-03-16
47329,2011-07-30
62843,2011-03-11
73107,2011-03-16
36671,2013-03-04
