id,amount_tsh,gps_height,longitude,latitude,num_private,region_code,district_code,population,construction_year,target
54105,0.0,1263,34.15197961,-1.75368075,0,20,3,150,1991,non functional
54912,0.0,2232,34.43239129999999,-9.29835993,0,11,4,250,1967,functional
61307,0.0,8,38.98712009,-6.53605701,0,6,1,50,2003,functional
24228,0.0,0,30.97669063,-1.63214963,0,18,1,0,0,non functional
50699,0.0,1794,34.82705186,-8.98570623,0,11,4,35,1976,non functional
1275,0.0,465,38.08787837,-4.94787638,0,4,2,600,2007,non functional
41600,0.0,0,33.51688495,-3.12206127,0,17,2,0,0,non functional
31589,500.0,1897,31.66096526,-8.03852889,0,15,4,1020,2009,functional
3005,0.0,1371,30.82130516,-3.33802356,0,16,1,230,2011,non functional
29202,500.0,1464,35.05718927,-8.82333868,0,11,4,80,2010,functional
11992,0.0,1264,34.35093982,-1.63899715,0,20,2,100,2002,functional
51660,0.0,861,36.01870264,-10.73201008,0,10,5,300,1983,non functional
9669,2000.0,1488,31.05291838,-7.38861307,0,15,3,200,1985,functional
31609,0.0,0,35.58675666,-6.70769943,0,1,4,0,0,non functional
20478,0.0,282,35.89567157,-8.95293645,0,5,3,270,2005,non functional
59348,300.0,1332,35.09881465,-9.08394453,0,11,4,40,2008,functional
19351,500.0,1430,35.04909574,-8.816342500000003,0,11,4,80,2010,functional
2737,600.0,830,29.74002863,-4.87856645,0,16,3,600,2009,non functional
59553,0.0,781,30.822080199999995,-7.88250916,0,15,3,1,1984,non functional
63222,0.0,1900,38.32326435,-4.7383509,6,4,1,1,2000,functional
960,0.0,1398,34.35910516,-4.62967988,0,13,1,268,2008,non functional
23397,0.0,339,38.89002637,-10.60278598,0,90,33,69,1985,functional
63226,0.0,0,33.4428326,-2.69998695,0,19,4,0,0,functional
10773,200.0,1066,35.76365028,-10.47948629,0,10,5,375,1994,functional
57510,0.0,0,33.58471393,-9.2513581,0,12,4,0,0,functional
70908,0.0,0,39.10478086,-4.68204229,0,4,8,300,2008,functional
44594,0.0,0,33.52828972,-2.6457002,0,19,2,0,0,non functional
64201,0.0,2334,35.84283179,-2.84205191,0,2,5,620,1990,non functional
37617,0.0,2160,34.55652735,-9.32937629,0,11,4,15,2000,functional
7388,0.0,1769,35.73635588,-8.05685425,0,11,7,600,2008,functional
26094,0.0,0,33.86782407,-3.27951619,0,17,2,0,0,functional
71451,0.0,0,34.79780402,-8.21013324,0,12,7,0,0,functional
69617,0.0,1315,30.46648498,-5.55892471,0,15,1,90,1981,functional
24566,0.0,0,32.64407371,-3.85926538,0,17,3,0,0,functional
61319,0.0,4,39.07352570000001,-5.22144522,0,4,4,80,1990,non functional
53155,0.0,0,33.00745242,-3.89243335,0,17,3,0,0,non functional
29374,0.0,1196,34.03016496,-1.14806652,0,20,6,380,1991,functional
66856,200.0,2568,34.01998029,-9.13121972,0,11,3,0,2008,functional
24789,10.0,192,38.69989215,-5.26476872,0,4,3,400,2009,functional
10993,2000.0,0,37.28608427,-6.40146441,0,5,1,145,1998,non functional
20866,5.0,1561,37.25874084,-3.19637391,0,3,5,10,2006,functional
41450,5.0,1186,37.214425299999995,-3.2608641,0,3,5,35,1999,functional
7839,0.0,1976,34.7369806,-9.69082547,0,11,5,53,2005,functional
69774,0.0,1334,34.09120063,-2.89379028,0,17,1,500,1997,functional needs repair
49268,500.0,1538,34.69650599,-1.77697528,0,20,2,750,1998,functional
19117,30.0,811,29.67545737,-4.90149176,0,16,4,725,1970,functional
5129,0.0,999,36.7810419,-3.50357608,0,2,2,300,1978,non functional
40868,0.0,0,33.45801298,-2.6921562000000003,0,19,4,0,0,functional
43828,6000.0,2074,34.68868972,-9.63362246,0,11,4,20,2007,functional
70084,10.0,1658,35.81787425,-3.26038706,0,24,30,200,2009,functional
49014,0.0,352,38.51247638,-5.59760415,39,4,6,100,2003,non functional
31961,500.0,140,37.80915495,-7.37378477,0,5,2,300,2006,non functional
8488,0.0,0,36.64575854,-6.12780013,0,1,3,0,0,functional
41903,0.0,1404,37.53651289,-3.28531095,0,3,4,1,1972,non functional
34458,500.0,1617,34.64715699,-9.04202883,0,11,4,54,1978,functional
66039,0.0,0,35.84178107,-4.46089648,0,1,1,0,0,functional
58946,0.0,768,30.57254139,-6.97106823,0,15,3,1,1994,functional
9165,5.0,1053,37.25361232,-3.28448397,0,3,4,125,2007,functional
5134,0.0,0,33.91570367,-9.43811085,0,12,3,0,0,non functional
65360,0.0,0,0.0,-2e-08,0,19,6,0,0,non functional
8202,300.0,311,36.99084872,-7.60174205,0,5,1,150,2011,functional
27360,0.0,0,34.31249754,-8.67483183,0,12,7,0,0,functional needs repair
21016,2500.0,1789,34.51651222,-9.78703539,0,11,5,80,1994,functional
9567,0.0,0,33.20719866,-3.86047626,0,17,3,0,0,functional
48452,0.0,1754,37.95287146,-4.48061114,0,3,3,230,2006,non functional
46840,0.0,0,33.45701057,-2.8404276000000004,0,19,4,0,0,functional
30631,0.0,0,33.28950231,-2.7077605,0,19,4,0,0,functional
69544,0.0,0,33.1321127,-3.74928942,0,17,3,0,0,non functional
14915,0.0,49,38.86694366,-6.61530934,0,6,1,20,2008,non functional
63730,0.0,308,38.95687341,-10.40345374,0,80,53,580,2012,non functional
36478,0.0,78,39.11934263,-6.89863529,0,7,2,200,2000,non functional
41526,10.0,1216,37.19305589,-3.25336771,0,3,5,75,2001,functional
24570,1000.0,306,36.1860159,-8.93978882,0,5,4,300,2009,functional
49244,10.0,1620,35.90391063,-3.20840001,0,24,30,160,2009,functional
61353,0.0,364,38.96841075,-10.78049912,0,90,33,1,1975,non functional
7950,0.0,2011,36.26089925,-2.88640648,0,2,6,150,2001,functional
54537,200.0,1300,38.37090721,-4.8703047999999995,0,4,1,1,2003,functional
72850,0.0,2348,34.26697089,-9.33004397,0,11,3,0,2010,functional
52195,0.0,1262,38.31095994,-4.8416163,0,4,1,1,1982,functional needs repair
68323,0.0,1567,35.45501581,-4.26618703,0,21,1,190,2007,functional needs repair
71440,0.0,1151,37.53556887,-3.31506125,0,3,4,1,1972,non functional
20312,3000.0,393,37.69447135,-11.17140181,0,10,1,234,1998,functional
13772,5000.0,1455,34.59808889,-4.65476958,0,13,2,150,1990,functional
63770,0.0,1569,36.72128097,-3.3396604,0,2,2,150,2009,functional
2297,0.0,-6,38.85316604,-5.739578400000001,0,4,5,500,1979,functional
7344,0.0,0,33.1734516,-2.75456192,0,19,4,0,0,non functional
5022,20.0,1271,34.83569265,-5.74664756,0,13,3,500,1988,functional
55512,25.0,303,39.02779032,-10.48384417,0,90,33,40,2008,functional
19024,600.0,969,29.73185284,-4.80604069,0,16,3,400,2008,functional
11440,100.0,4,40.13062544,-10.36807608,0,9,5,335,2008,functional
62569,0.0,1773,38.28585535,-4.6361647,15,4,1,1,1985,non functional
54998,0.0,244,39.56753489,-10.90363227,0,9,4,1,1982,non functional
48285,0.0,-24,39.74614744,-7.83357982,0,6,6,260,0,functional
1489,0.0,911,35.96088678,-2.99408026,0,2,1,1,1990,non functional
70803,0.0,0,33.70876207,-3.00558314,0,17,2,0,0,functional
23433,5000.0,1413,34.59312446,-4.6242700999999995,0,13,2,200,1990,functional
68964,0.0,1212,33.83094842,-1.73498688,0,20,3,250,1999,functional
57881,20.0,444,37.81659859,-6.77029093,0,5,2,50,2004,functional
16861,0.0,0,33.35056814,-4.00489539,0,14,2,0,0,non functional
11781,0.0,-28,39.25235714,-7.35407512,0,6,4,200,2007,functional
19261,0.0,0,33.007060100000004,-3.08234851,0,19,7,0,0,functional
25400,0.0,1465,34.05911943,-1.91453027,0,20,4,300,1996,functional
38987,0.0,0,32.5256996,-4.95132511,0,14,3,0,0,functional
30575,8000.0,1455,35.28693198,-9.76048788,0,10,2,750,1977,non functional
58565,1000.0,1427,35.50809095,-7.71144461,0,11,1,1,1986,functional
65227,500.0,363,37.77459546,-5.97745115,0,5,6,226,2011,functional
43764,0.0,0,31.82068169,-1.20832064,0,18,2,0,0,functional
28477,30.0,144,39.286014200000004,-10.32359441,0,80,23,1,2010,non functional
5279,0.0,0,31.26287089,-1.6133705,0,18,1,0,0,functional
49075,0.0,879,39.070966,-10.55219409,0,90,33,230,1978,non functional
68274,0.0,0,33.54118028,-9.16454466,0,12,4,0,0,functional
63782,0.0,0,33.94881308,-3.34527103,0,17,2,0,0,non functional
22270,0.0,0,36.57570301,-6.47460458,0,1,1,0,0,non functional
52125,100.0,80,39.07778081,-7.00341541,0,7,2,250,2010,functional
15191,120000.0,1760,37.88296509,-4.16825137,17,3,3,120,2011,functional
59314,0.0,0,33.36163672,-8.89033872,0,12,2,0,0,functional needs repair
24731,3000.0,1918,34.35942329,-9.5846345,0,11,3,0,2010,functional
7952,0.0,0,33.5098285,-2.76276794,0,19,4,0,0,functional
54906,0.0,0,32.79166959,-4.40118085,0,14,1,0,0,functional
23019,0.0,0,31.41750707,-1.19185416,0,18,7,0,0,non functional
33221,0.0,-46,40.11036944,-10.2794586,0,9,5,345,0,non functional
44,50.0,521,38.17890131,-5.45940089,5,4,6,700,1980,functional
30807,0.0,1207,38.49653116,-4.865556099999999,0,4,1,1,1995,non functional
38871,0.0,751,37.63655103,-3.56385414,0,3,2,100,2011,non functional
44187,0.0,1573,36.71968013,-3.33799911,0,2,2,150,2009,non functional
26119,1000.0,1760,35.46143393,-8.05960398,0,11,1,1,1989,functional
37605,0.0,2,39.33427071,-9.52685349,0,80,13,230,2000,non functional
14764,0.0,932,35.39807412,-10.60251628,0,10,2,0,1995,functional
71120,30.0,0,37.34486687,-6.39235627,0,5,1,500,1984,functional
47570,0.0,0,38.81171475,-4.82547857,32,4,8,150,2011,functional
66698,0.0,0,32.84971894,-5.55527367,0,14,5,0,0,non functional
72804,0.0,0,33.17865526,-4.14739667,0,14,1,0,0,functional
48097,500.0,1677,38.25466511,-4.4892141,0,4,1,1,2005,functional
29542,0.0,0,33.13893312,-9.19217822,0,12,6,0,0,functional
60572,1000.0,327,36.37374183,-8.77734889,0,5,4,1,1993,functional
4849,0.0,0,34.52356071,-3.7286593999999997,0,17,6,0,0,functional
4557,100.0,1562,35.29253702,-9.38620967,0,11,4,55,1974,non functional
55003,3000.0,885,35.36572321,-7.64112016,0,11,1,1,1992,functional
17567,0.0,1106,36.31109564,-2.79116486,0,2,6,400,2005,non functional
46664,35.0,360,39.47733729,-10.88962581,0,9,4,269,1982,non functional
40133,0.0,0,32.49686627,-9.09140341,0,12,6,0,0,non functional
20867,500.0,1701,34.28620918,-9.61796775,0,11,3,0,1995,functional
64273,7.0,1333,37.22890385,-3.21964544,0,3,5,1,2008,non functional
72169,0.0,322,39.47617754,-10.53626965,0,9,4,350,1982,non functional
26420,0.0,655,39.27295919,-10.94822504,0,90,33,5000,0,functional
37656,1000.0,1865,35.51022845,-8.34425148,0,11,2,0,0,functional
10309,500.0,1829,36.62068032,-3.22461614,0,2,2,150,2001,functional
70899,0.0,1210,35.65530817,-4.15221035,0,21,1,160,2008,functional
48862,0.0,652,35.93976382,-2.30895339,0,2,5,150,2006,non functional
29302,0.0,282,36.01909924,-8.54289034,0,5,3,600,2005,non functional
11372,0.0,1625,37.47391157,-3.27395811,0,3,4,1,1972,non functional
1315,0.0,0,30.84185115,-1.53349978,0,18,1,0,0,non functional
60663,3000.0,1120,35.09196412,-9.87760643,0,11,5,175,2004,functional
33501,30.0,20,38.24173514,-7.77209618,0,60,53,1,2003,functional
56325,0.0,1367,38.40174162,-4.9228569,0,4,1,1,1970,functional
11669,100.0,294,36.21948971,-8.20742327,0,5,3,500,2006,functional
60614,0.0,0,32.18930582,-3.42979392,0,17,5,0,0,functional
57848,0.0,1778,34.8462729,-9.1348409,0,11,4,1,2007,functional needs repair
54154,138000.0,-7,38.91044604,-6.46228299,0,6,1,587,2007,functional
1425,2400.0,1500,35.49117186,-7.76093504,0,11,1,1,1994,functional
47787,0.0,1687,37.21684169,-2.85230584,0,2,6,100,1983,functional
33292,0.0,1292,34.49947204,-1.54946647,0,20,2,1960,1990,non functional
36635,0.0,0,33.55278829,-3.05834315,0,17,2,0,0,functional
50896,0.0,0,32.58752171,-4.24000973,0,17,3,0,0,non functional
24632,20.0,382,37.43837936,-6.30028886,0,5,6,1,2009,functional
56264,0.0,0,32.83577453,-3.32637583,0,17,3,0,0,non functional
39157,0.0,938,35.8601362,-10.61494299,0,10,5,360,1994,functional
66473,0.0,0,0.0,-2e-08,0,17,1,0,0,functional
60426,0.0,523,37.53219527,-6.9343595,0,5,6,1,1987,non functional
39934,0.0,1563,29.75369203,-4.57010488,0,16,3,1300,2007,functional
30781,0.0,313,37.13117166,-6.76433999,0,5,1,90,2008,non functional
46302,0.0,0,32.97827497,-2.68035559,0,19,7,0,0,non functional
2239,500.0,1510,34.52562302,-8.96149685,0,11,4,75,1978,non functional
53770,0.0,1482,37.0412564,-2.99832254,0,3,7,1,2008,functional
30229,20.0,907,37.85326113,-4.22578263,0,3,3,120,1987,functional
13874,50.0,164,38.36075560000001,-6.63462021,0,6,1,50,2003,functional
32337,0.0,701,37.56121034,-3.50246111,0,3,2,500,2012,non functional
52099,0.0,1268,37.01359609,-3.23720837,0,3,7,1,2008,functional
46708,0.0,0,0.0,-2e-08,0,17,1,0,0,functional
7961,0.0,0,35.97527716,-7.10686489,0,1,1,0,0,functional
718,0.0,1265,30.60951596,-3.95219425,0,16,1,180,2007,functional
74220,0.0,0,33.79855544,-3.29040252,0,17,2,0,0,functional
8292,0.0,0,35.9724931,-7.11087101,0,1,1,0,0,functional
16013,0.0,0,31.17691731,-2.89842466,0,18,4,0,0,functional
48357,50.0,1503,34.47353462,-4.41905223,0,13,1,195,2010,functional
26740,200.0,1536,34.63582711,-1.80505457,0,20,2,800,2009,non functional
60218,0.0,0,32.08767885,-3.5673555,0,17,5,0,0,non functional
20314,0.0,0,31.96821524,-3.57443975,0,17,5,0,0,functional
32510,0.0,0,30.69976299,-2.75440229,0,18,30,0,0,functional
152,0.0,1237,38.35306994,-4.8992325999999995,65,4,1,1,1972,non functional
23895,0.0,1668,29.74132974,-4.60057944,0,16,3,145,2009,functional
73540,50.0,-16,38.98462172,-6.5202518,0,6,1,20,2000,functional
58687,0.0,940,36.67815001,-8.71327804,0,5,4,85,1996,functional
45605,0.0,0,33.37718767,-3.1877592,0,19,4,0,0,functional
55857,0.0,0,33.79600024,-9.14402873,0,12,4,0,0,functional
20711,0.0,1326,36.95021045,-3.24404579,0,2,7,120,2008,non functional
10127,10.0,1632,35.79006893,-3.25215336,0,24,30,200,2009,functional
7139,0.0,1431,30.67763904,-3.64615267,0,16,1,500,2006,non functional
9818,0.0,0,0.0,-2e-08,0,19,2,0,0,non functional
6023,0.0,0,33.33693189,-3.25034082,0,19,4,0,0,functional
35244,0.0,1614,31.74344676,-8.81123358,0,15,2,300,1996,non functional
28610,1000.0,2019,34.44384802,-9.570116800000001,0,11,4,11,2006,functional
2103,0.0,0,0.0,-2e-08,0,17,1,0,0,non functional
15707,0.0,0,36.23769402,-6.16365631,0,1,1,0,0,functional
68884,1000.0,0,37.39126969,-6.35576262,0,5,1,594,1984,functional
5174,0.0,0,33.79658187,-9.46828242,0,12,3,0,0,functional
39598,50.0,0,36.94956539,-6.19355682,0,5,1,251,2006,non functional
35226,0.0,1564,37.43358598,-3.29203338,0,3,4,50,1974,functional
580,500.0,1689,34.92256711,-9.01372184,0,11,4,50,2008,functional
55203,0.0,1836,34.80299952,-9.12942064,0,11,4,125,2009,non functional
31728,0.0,0,33.24437331,-9.25644805,0,12,5,0,0,non functional
15423,0.0,20,39.15807533,-6.90062306,0,7,2,250,2000,non functional
11012,10.0,1597,35.44130986,-4.52640065,0,21,2,257,2011,functional
55733,0.0,1547,37.30573808,-3.2127751,0,3,4,1,1976,non functional
50636,0.0,1625,35.55419447,-4.19766622,0,21,1,360,2012,functional
8912,0.0,0,32.04445871,-3.51571935,0,17,5,0,0,functional
53992,10.0,1472,35.71429471,-3.3147729,0,24,30,150,1994,functional
50976,0.0,0,33.06062126,-8.98064377,0,12,6,0,0,functional
64957,0.0,1180,38.32695755,-4.4464875,0,4,1,1,2005,functional
13689,0.0,1570,34.86290985,-4.24631736,0,13,1,295,1998,functional
28742,50.0,919,37.63025124,-3.97589642,0,3,3,120,2007,functional
58559,0.0,0,33.54110422,-9.17771814,0,12,4,0,0,functional needs repair
31268,0.0,56,39.27274798,-7.16603953,0,6,4,150,2003,functional
72363,100.0,1163,33.0746886,-2.09277344,0,19,1,550,2010,functional
58453,0.0,1586,31.42673072,-8.41233833,0,15,2,300,2009,functional
62170,0.0,1365,36.6635237,-2.68443841,0,2,6,600,2006,functional
34434,0.0,0,33.82485648,-9.26504017,0,12,4,0,0,non functional
19012,0.0,0,33.11912704,-2.51285301,0,19,2,0,0,non functional
4324,0.0,0,32.80824436,-9.08163145,0,12,6,0,0,functional needs repair
65488,0.0,1627,34.85855861,-4.9659264,0,13,2,1,2000,functional
30727,0.0,0,31.82946115,-1.2834249,0,18,6,0,0,functional
22572,0.0,0,33.08342211,-9.42267922,0,12,5,0,0,functional
9435,0.0,85,39.1241885,-6.89775528,0,7,2,600,2000,non functional
10389,0.0,0,33.43048903,-3.89677759,0,17,3,0,0,functional
53574,300.0,1067,29.65793472,-4.72737867,0,16,3,300,2003,functional needs repair
21233,50.0,989,37.67937101,-3.96986629,0,3,3,120,2007,functional
67763,0.0,0,0.0,-2e-08,0,17,1,0,0,functional
2022,0.0,0,32.39929834,-4.10411133,0,17,3,0,0,non functional
62452,0.0,0,30.69214424,-2.83379568,0,18,30,0,0,non functional
68214,300.0,389,38.93623848,-10.19029542,0,80,53,530,1981,functional
70714,0.0,1546,34.86610872,-4.780307499999998,0,13,2,1,1980,non functional
58587,0.0,0,33.72988409,-9.56034948,0,12,3,0,0,non functional
62178,0.0,129,39.04682505,-11.11731531,0,90,33,1,1978,non functional
32445,0.0,1589,38.36348201,-4.722576200000002,6,4,1,1,1989,functional
31431,500.0,454,37.45750492,-11.21788495,0,10,1,1,1986,functional needs repair
1592,0.0,1053,37.6737756,-3.22300783,0,3,1,1,1980,non functional
13788,0.0,0,33.79075845,-9.11971087,0,12,4,0,0,functional
66638,10.0,625,39.24873167,-10.78796845,0,90,33,591,1999,non functional
16574,0.0,405,38.20789747,-4.80715309,0,4,2,300,1970,functional
22361,0.0,0,31.20739653,-1.40327339,0,18,1,0,0,non functional
40187,0.0,0,32.99111416,-2.96384846,0,19,7,0,0,non functional
51592,200.0,282,38.56199842,-5.15923193,0,4,2,1100,2008,functional
73517,0.0,1462,34.78597655,-5.20248573,0,13,2,1,1980,non functional
7270,0.0,22,39.1274174,-7.31069617,0,6,2,500,2005,non functional
52856,25.0,704,37.53646536,-3.47769908,0,3,4,250,2008,functional
62501,30.0,1517,34.88508521,-4.18391756,0,13,1,245,2007,non functional
72905,0.0,0,33.65171168,-9.33494929,0,12,4,0,0,functional
59789,0.0,1336,36.95979484,-3.35052306,0,2,7,172,1996,non functional
5595,0.0,0,33.913798,-9.64924192,0,12,3,0,0,non functional
61609,0.0,0,30.91458985,-1.50235443,0,18,1,0,0,functional
50844,0.0,0,34.39179221,-3.56392365,0,17,6,0,0,functional
72171,0.0,1678,37.58681357,-3.23823104,0,3,1,1,1980,non functional
24640,0.0,0,30.68631234,-1.27230935,0,18,1,0,0,functional
28911,0.0,1407,34.58521547,-9.93818517,0,11,5,0,1975,functional
71752,0.0,0,33.83333189,-3.74010198,0,17,8,0,0,functional
22720,0.0,0,36.35753615,-5.96530749,0,1,3,0,0,functional
15479,0.0,0,33.876001,-4.28409997,0,14,2,0,0,non functional
6190,0.0,0,0.0,-2e-08,0,19,2,0,0,functional
6410,0.0,0,35.96805078,-4.7925579,0,1,1,0,0,non functional
45150,0.0,0,31.13123493,-1.68509235,0,18,1,0,0,functional
29406,10.0,338,37.81167468,-6.95023893,0,5,2,30,1998,functional
37957,0.0,1849,31.50586113,-7.96994831,0,15,4,850,2005,functional
52802,0.0,0,33.77876779,-9.58400877,0,12,3,0,0,functional
64365,0.0,282,39.05465727,-10.35759597,0,80,53,650,1980,non functional
57931,0.0,1592,38.360278,-4.721479599999999,6,4,1,1,1989,functional
60672,50.0,1023,35.45690939,-10.61582903,0,10,2,0,2011,functional
57493,0.0,0,30.70739622,-1.27704768,0,18,1,0,0,non functional
55599,0.0,-15,38.97295927,-7.94081964,0,60,53,1,2008,non functional
38470,0.0,1524,34.89042226,-10.92677771,0,10,3,60,2009,functional
21488,0.0,0,36.08388168,-5.11376663,0,1,1,0,0,non functional
51345,2000.0,1425,35.83142592,-7.71461581,0,11,7,60,1984,functional
11967,0.0,-12,39.41148533,-8.75663756,0,80,13,1000,2000,functional
23533,250.0,1300,30.10425164,-4.59927737,0,16,2,250,2009,non functional
55141,0.0,0,33.17995356,-9.101142900000001,0,12,6,0,0,non functional
58353,0.0,1737,31.26921775,-7.58949516,0,15,3,1,1986,functional
10651,100.0,1363,34.66445543,-5.54569927,0,13,2,450,1990,functional
26522,0.0,0,33.02629614,-2.38923936,0,19,8,0,0,functional
11594,50.0,210,38.24632309,-6.63171846,0,6,1,250,1986,non functional
46351,100.0,1725,34.85451785,-10.93632961,0,10,3,60,1995,functional
40110,0.0,0,0.0,-2e-08,0,17,1,0,0,functional needs repair
55240,20.0,382,37.445254299999995,-6.30006493,0,5,6,1,1974,functional
43980,0.0,0,36.45360232,-6.79261896,0,1,1,0,0,functional
41689,0.0,683,37.46207068,-3.61212276,0,3,2,250,1994,non functional
64211,0.0,0,35.75402672,-6.35224991,0,1,5,0,0,non functional
19938,0.0,1373,36.87605325,-3.31669638,0,2,7,89,2008,functional
43937,30.0,580,38.17923587,-5.64433737,0,4,6,300,0,non functional
73284,0.0,1358,37.56892945,-3.2901696000000005,0,3,4,1,2003,functional needs repair
18918,0.0,256,38.88583369,-10.02745391,0,80,53,140,1982,non functional
22434,10000.0,1457,34.49131655,-4.54158288,0,13,1,259,2008,non functional
30110,0.0,1278,35.76461064,-2.13004147,0,2,5,278,2003,functional needs repair
27422,100.0,48,39.13676293,-6.91974614,0,7,2,100,2010,functional
73532,0.0,0,33.25154596,-3.62737268,0,17,3,0,0,functional
38462,0.0,0,33.92572396,-9.609403599999998,0,12,3,0,0,non functional
73230,0.0,0,33.47903918,-3.61240491,0,17,7,0,0,non functional
42232,500.0,1317,37.68514539,-3.71664036,0,3,2,70,1974,functional
61302,6.0,1520,37.45673771,-3.3115214,0,3,4,50,2008,functional
25598,50.0,124,38.9353055,-7.72087813,1,60,53,1,2007,non functional
25146,3000.0,1276,34.76332209,-8.72238779,0,11,4,120,1980,functional
31326,500.0,450,34.60774192,-10.55341096,0,10,3,120,1994,functional
4465,0.0,1099,35.00838156,-5.76735104,0,13,3,250,1974,non functional
43271,20.0,80,38.66050861,-5.80482392,0,4,6,50,2008,non functional
17645,0.0,0,34.01799154,-8.85405636,0,12,7,0,0,functional needs repair
684,0.0,0,32.66907247,-2.46030799,0,19,5,0,0,non functional
4028,0.0,0,32.516985600000005,-4.27489535,0,14,3,0,0,non functional
61295,1000.0,1660,35.55505611,-7.95662648,0,11,1,1,1982,functional
40991,0.0,189,39.00012144,-7.10093781,0,60,33,120,2007,functional
27037,500.0,1794,34.82532146,-9.02206639,0,11,4,150,2011,functional
27238,0.0,994,35.92064883,-3.39089202,0,2,1,1,2010,functional
4039,0.0,-14,38.89410314,-5.70047877,0,4,5,620,0,non functional
52804,50.0,-5,38.90099977,-6.44878575,0,6,1,50,2002,functional
53149,0.0,0,0.0,-2e-08,0,17,1,0,0,functional
43389,0.0,1466,36.68139198,-3.34707103,0,2,2,200,1998,non functional
16928,0.0,1395,34.02341025,-1.8989421999999998,0,20,4,250,1991,non functional
70243,0.0,0,30.50786077,-2.62603183,0,18,30,0,0,functional needs repair
47085,0.0,0,32.90875165,-2.70811883,0,19,7,0,0,non functional
47596,0.0,0,31.49582898,-1.39539234,0,18,2,0,0,functional
40580,0.0,0,35.84188738,-5.47659774,0,1,4,0,0,non functional
51966,0.0,1841,37.36520311,-2.87640608,0,2,6,1000,1978,functional needs repair
72828,0.0,1992,34.53148141,-9.24970821,0,11,4,25,2010,functional
45593,0.0,2170,35.62712485,-2.049162,0,2,5,300,2005,non functional
52633,200.0,2417,33.93988681,-9.21593744,0,11,3,0,1986,functional
11610,0.0,0,32.90047547,-9.15457243,0,12,6,0,0,functional
6027,0.0,0,33.92822214,-3.8705665999999996,0,17,8,0,0,functional needs repair
39546,0.0,0,37.51850086,-5.38640039,0,4,7,1,1974,non functional
27657,0.0,0,33.32218977,-2.88726177,0,19,4,0,0,functional
44468,500.0,1326,30.59407029,-3.73143003,0,16,1,140,2003,functional
33353,0.0,34,39.17925753,-7.77045472,0,60,53,462,1994,non functional
46557,0.0,1470,34.51064464,-4.75467891,0,13,2,300,1990,non functional
33197,0.0,1660,35.0983657,-4.69481789,0,13,2,1,1960,non functional
42935,0.0,0,33.60040645,-9.37918456,0,12,4,0,0,functional needs repair
50771,50.0,1388,35.60261514,-7.68157603,0,11,1,1,2000,functional
50934,0.0,0,33.292990100000004,-3.17739841,0,19,4,0,0,functional
41113,0.0,0,33.81999321,-9.13023879,0,12,4,0,0,functional
22188,0.0,1512,34.86065352,-4.49032827,0,13,2,150,1990,functional
4810,0.0,0,33.31879993,-9.00437414,0,12,2,0,0,functional
32690,400.0,712,37.00800134,-10.75525433,0,10,1,1,1988,functional
59129,500.0,1997,34.70336181,-9.33141018,0,11,4,23,2009,functional
31092,2500.0,1727,31.41890379,-8.04015739,0,15,2,73,1991,functional
23396,0.0,0,39.10178588,-4.67878813,0,4,8,50,2004,functional
61997,0.0,269,36.66767967,-8.09209471,0,5,3,1500,1997,functional
39868,1200.0,1100,34.10103,-8.85717517,0,11,3,0,1990,functional
13754,0.0,12,39.4729406,-9.51511288,0,80,13,890,2012,functional
60545,0.0,0,33.61970034,-9.23253302,0,12,4,0,0,non functional
36053,100.0,1166,33.05825533,-2.1001212000000002,0,19,1,450,2011,functional
53447,3000.0,542,36.98310963,-11.46582978,0,10,1,1,1999,functional
58630,250.0,1156,30.21680824,-4.62154232,0,16,2,1400,1998,functional needs repair
67662,0.0,83,39.09143391,-6.97826294,0,7,2,450,2000,functional
48350,0.0,0,32.98963604,-2.65392015,0,19,7,0,0,non functional
63101,0.0,0,33.46093966,-4.17247692,0,14,2,0,0,functional
54900,0.0,0,36.923842900000004,-5.97688759,0,1,3,0,0,non functional
63876,500.0,1385,34.644424,-8.82580484,0,11,4,117,1987,functional needs repair
28505,0.0,1527,31.08518913,-7.33923945,0,15,3,1,1984,non functional
24114,0.0,0,33.16708475,-8.95506776,0,12,6,0,0,non functional
52103,0.0,1354,37.61714788,-3.16400242,0,3,1,1,1974,non functional
64777,0.0,0,34.24680120000001,-3.01799648,0,17,6,0,0,functional
4896,20.0,-37,39.20144289,-7.84514356,0,60,53,1,2003,functional needs repair
11614,0.0,0,0.0,-2e-08,0,19,6,0,0,functional
42203,500.0,1879,34.74871305,-9.22120522,0,11,4,80,2009,functional
19167,25.0,911,36.95946919,-3.50725022,0,2,7,350,0,functional
67210,0.0,0,31.69444162,-2.97510286,0,18,8,0,0,functional
59649,20.0,48,39.03038884,-7.45429005,0,6,4,200,2007,functional
7503,0.0,0,33.66293992,-9.33021774,0,12,4,0,0,functional needs repair
31197,20.0,707,37.31046398,-3.59017085,0,21,4,150,1975,functional
58391,0.0,0,32.90264139,-4.81670106,0,14,3,0,0,non functional
70291,0.0,1344,34.50784284,-1.40367765,0,20,1,800,2012,functional
13809,0.0,230,39.07159972,-6.91138488,0,6,3,250,2006,non functional
25511,0.0,906,36.94184576,-3.5821343,0,21,4,200,2007,non functional
15089,0.0,1,39.31613622,-7.14179268,0,6,4,240,2005,non functional
